IDCode,n_items,n_rg,n_rg_incorrect,n_rg_correct,median_rt,mean_rt,rg_rate,flag_rg_participant
cija437,57,3,0,3,10.8,12.235052631578947,0.05263157894736842,False
ciky680,57,0,0,0,17.435833333333335,19.838826923076923,0.0,False
cima563,57,0,0,0,20.7,26.350298245614038,0.0,False
cobi870,57,0,0,0,10.7194,17.714438596491227,0.0,False
cofi309,57,0,0,0,12.9,28.59682456140351,0.0,False
cogu074,57,0,0,0,11.3,19.429964912280703,0.0,False
coma628,57,0,0,0,14.2,20.295473684210524,0.0,False
cona428,57,3,0,3,11.0,17.64,0.05263157894736842,False
coni238,57,0,0,0,16.5,16.828525,0.0,False
copo281,57,22,22,0,8.492,12.951631578947367,0.38596491228070173,True
core934,57,0,0,0,12.662,22.335803571428574,0.0,False
cozi454,57,0,0,0,12.5265,24.19478947368421,0.0,False
cozi663,57,25,18,7,4.9585,8.75842105263158,0.43859649122807015,True
cuba307,57,3,1,2,9.55075,15.59822641509434,0.05263157894736842,False
culu497,57,0,0,0,11.76125,21.119263157894736,0.0,False
cumo221,57,0,0,0,12.729,19.28019298245614,0.0,False
cupe992,57,0,0,0,15.146333333333336,16.961644444444445,0.0,False
